rank,sample_index,bleu1_score,string_similarity,target_text,predicted_text
185,810,0.4545,0.6789,Jack didn't start to learn English until the age of six.,HeHe Ker't have out learn English until he age of 10.
186,838,0.4545,0.6789,Jack didn't start to learn English until the age of six.,HeHe Ker't have out learn English until he age of 10.
187,866,0.4545,0.6789,Jack didn't start to learn English until the age of six.,InIn Ker't have out learn English until he age of 10.
188,894,0.4545,0.6789,Jack didn't start to learn English until the age of six.,InIn Ker't have out learn English until he age of 10.
189,922,0.4545,0.6789,Jack didn't start to learn English until the age of six.,HeHe Ker't have out learn English until he age of 10.
190,973,0.4545,0.6789,Jack didn't start to learn English until the age of six.,InIn Ker't have out learn English until he age of 10.
191,1000,0.4545,0.6789,Jack didn't start to learn English until the age of six.,InIn Ker't have out learn English until he age of 10.
192,1028,0.4545,0.6789,Jack didn't start to learn English until the age of six.,InIn Ker't have out learn English until he age of 10.
193,1056,0.4545,0.6789,Jack didn't start to learn English until the age of six.,InIn Ker't have out learn English until he age of 10.
194,1084,0.4545,0.6789,Jack didn't start to learn English until the age of six.,InIn Ker't have out learn English until he age of 10.
195,1104,0.4545,0.6789,Jack didn't start to learn English until the age of six.,HeHe Ker't have out learn English until he age of 10.
196,1132,0.4545,0.6789,Jack didn't start to learn English until the age of six.,InIn Ker't have out learn English until he age of 10.
197,1160,0.4545,0.6789,Jack didn't start to learn English until the age of six.,HeHe Ker't have out learn English until he age of 10.
198,1188,0.4545,0.6789,Jack didn't start to learn English until the age of six.,HeHe Ker't have out learn English until he age of 10.
199,1216,0.4545,0.6789,Jack didn't start to learn English until the age of six.,HeHe Ker't have out learn English until he age of 10.
200,1244,0.4545,0.6789,Jack didn't start to learn English until the age of six.,HeHe Ker't have out learn English until he age of 10.
201,1270,0.4545,0.6789,Jack didn't start to learn English until the age of six.,HeHe Ker't have out learn English until he age of 10.
202,513,0.4545,0.622,"Jack Kerouac (March 12, 1922 - October 21, 1969) was an American novelist, writer, poet, artist, and part of the Beat Generation.","HeHe Kerouac (January 23, 18 - January 23, 1997) was an American actor, poet, and, and, and actor of the American Generation."
203,714,0.4545,0.622,"Jack Kerouac (March 12, 1922 - October 21, 1969) was an American novelist, writer, poet, artist, and part of the Beat Generation.","HeHe Kerouac (January 23, 18 - January 23, 1997) was an American actor, poet, and, and, and actor of the American Generation."
204,483,0.4545,0.6063,"Jack Kerouac (March 12, 1922 - October 21, 1969) was an American novelist, writer, poet, artist, and part of the Beat Generation.","HeHe Kerouac (January 23, 18 - January 23, 1997) was an American actor, poet, and, and, and actor of the founding Generation."
205,542,0.4545,0.6063,"Jack Kerouac (March 12, 1922 - October 21, 1969) was an American novelist, writer, poet, artist, and part of the Beat Generation.","HeHe Kerouac (January 23, 18 - January 23, 1989) was an American actor, poet, and, and, and actor of the founding Generation."
206,571,0.4545,0.6063,"Jack Kerouac (March 12, 1922 - October 21, 1969) was an American novelist, writer, poet, artist, and part of the Beat Generation.","HeHe Kerouac (January 23, 18 - January 23, 1989) was an American actor, poet, and, and, and actor of the founding Generation."
207,684,0.4545,0.6063,"Jack Kerouac (March 12, 1922 - October 21, 1969) was an American novelist, writer, poet, artist, and part of the Beat Generation.","InIn Kerouac (January 23, 18 - January 23, 1989) was an American actor, poet, and, and, and actor of the founding Generation."
208,600,0.4545,0.6016,"Jack Kerouac (March 12, 1922 - October 21, 1969) was an American novelist, writer, poet, artist, and part of the Beat Generation.","TheThe Kerouac (January 23, 18 - January 23, 1989) was an American actor, poet, and, and, and actor of the founding Generation."
209,630,0.4545,0.6016,"Jack Kerouac (March 12, 1922 - October 21, 1969) was an American novelist, writer, poet, artist, and part of the Beat Generation.","TheThe Kerouac (January 23, 18 - January 23, 1989) was an American actor, poet, and, and, and actor of the founding Generation."
210,743,0.4545,0.6016,"Jack Kerouac (March 12, 1922 - October 21, 1969) was an American novelist, writer, poet, artist, and part of the Beat Generation.","TheThe Kerouac (January 23, 18 - January 23, 1989) was an American actor, poet, and, and, and actor of the founding Generation."
211,773,0.4545,0.6016,"Jack Kerouac (March 12, 1922 - October 21, 1969) was an American novelist, writer, poet, artist, and part of the Beat Generation.","TheThe Kerouac (January 23, 18 - January 23, 1989) was an American actor, poet, and, and, and actor of the founding Generation."
212,803,0.4545,0.6016,"Jack Kerouac (March 12, 1922 - October 21, 1969) was an American novelist, writer, poet, artist, and part of the Beat Generation.","TheThe Kerouac (January 23, 18 - January 23, 1989) was an American actor, poet, and, and, and actor of the founding Generation."
213,394,0.45,0.5347,"An important movie, a reminder of the power of film to move us and to make us examine our values.",HeHe important part about but classic of the power of the to change people. to change us think our lives.
214,1043,0.45,0.0125,"Married to Almira Geraldine Goodsell, he built up the National City Bank of New York, and his son William Goodsell Rockefeller and Elsie Stillman, daughter of National City Bank president James Stillman, were the parents of James Stillman Rockefeller.","TheThevin to theira,ine (rich, they had a a family Bank Bank of New York ( and was family, Goodsell was was hisis Rockefellerman were both of the City Bank President William Stillman, were the first of the Stillman Rockefeller and"
215,482,0.4444,0.8046,He won a Nobel Prize in Chemistry in 1928.,HeHe was the Nobel Prize for Chemistry in 18.
216,512,0.4444,0.8046,He won a Nobel Prize in Chemistry in 1928.,HeHe was the Nobel Prize for Chemistry in 18.
217,541,0.4444,0.8046,He won a Nobel Prize in Chemistry in 1928.,HeHe was the Nobel Prize for Chemistry in 18.
218,599,0.4444,0.8046,He won a Nobel Prize in Chemistry in 1928.,HeHe was the Nobel Prize for Chemistry in 18.
219,629,0.4444,0.8046,He won a Nobel Prize in Chemistry in 1928.,HeHe was the Nobel Prize for Chemistry in 18.
220,742,0.4444,0.8046,He won a Nobel Prize in Chemistry in 1928.,HeHe was the Nobel Prize for Chemistry in 18.
221,772,0.4444,0.8046,He won a Nobel Prize in Chemistry in 1928.,HeHe was the Nobel Prize for Chemistry in 18.
222,802,0.4444,0.8046,He won a Nobel Prize in Chemistry in 1928.,HeHe was the Nobel Prize for Chemistry in 18.
223,570,0.4444,0.7356,He won a Nobel Prize in Chemistry in 1928.,InIn was the Nobel Prize for Chemistry in 18.
224,656,0.4444,0.7356,He won a Nobel Prize in Chemistry in 1928.,InIn was the Nobel Prize for Chemistry in 18.
225,683,0.4444,0.7356,He won a Nobel Prize in Chemistry in 1928.,InIn was the Nobel Prize for Chemistry in 18.
226,713,0.4444,0.7356,He won a Nobel Prize in Chemistry in 1928.,InIn was the Nobel Prize for Chemistry in 18.
227,65,0.4444,0.6516,"An action/thriller of the finest kind, evoking memories of Day of the Jackal, The French Connection, and Heat.","HeHe entertaining-adriller, a highest kind, itoking the of a of the Deadal and The Great Connection, and Thehen"
228,103,0.4444,0.6516,"An action/thriller of the finest kind, evoking memories of Day of the Jackal, The French Connection, and Heat.","HeHe entertaining-adriller, a highest kind, itoking the of a of the Deadal and The Great Connection, and Thehen"
229,178,0.4444,0.6516,"An action/thriller of the finest kind, evoking memories of Day of the Jackal, The French Connection, and Heat.","HeHe entertaining-adriller, a highest kind, itoking the of a of the Deadal and The Great Connection, and Thehen"
230,362,0.4444,0.6516,"An action/thriller of the finest kind, evoking memories of Day of the Jackal, The French Connection, and Heat.","HeHe entertaining-adriller, a highest kind, itoking the of a of the Deadal and The Great Connection, and Thehen"
231,933,0.4444,0.5691,He was a founder of the American Arithmometer Company.,InIn was born member of the American Associationbmetological Society.
232,984,0.4444,0.5691,He was a founder of the American Arithmometer Company.,InIn was born member of the American Associationbmetological Society.
233,1094,0.4444,0.5691,He was a founder of the American Arithmometer Company.,InIn was born member of the American Associationbmetological Society.
234,1281,0.4444,0.5691,He was a founder of the American Arithmometer Company.,InIn was born member of the American Associationbmetological Society.
235,845,0.439,0.1148,"Saint Clare of Assisi, born Chiara Offreduccio, (July 16, 1194 - August 11, 1253) was one of the first followers of Francis of Assisi and founded the Order of Poor Ladies to organize the women who chose to take the","TheThe George of Assisi is a inara Mariarediio in wasJanuary 23, 189 - August 4, 1702) was a of the most women of the Bacon Assisi, the the Catholic of Saint Ladies of be the Poor's had to serve part oath"
236,1015,0.439,0.0166,"Married to Almira Geraldine Goodsell, he built up the National City Bank of New York, and his son William Goodsell Rockefeller and Elsie Stillman, daughter of National City Bank president James Stillman, were the parents of James Stillman Rockefeller.","TheThevin to theira (ine (rich, they had a a family Bank Bank of New York ( and was family, Goodsell was was hisis Rockefellerman were both of the City Bank President William Stillman, were the first of the Stillman Rockefeller and"
237,1285,0.439,0.0166,"Married to Almira Geraldine Goodsell, he built up the National City Bank of New York, and his son William Goodsell Rockefeller and Elsie Stillman, daughter of National City Bank president James Stillman, were the parents of James Stillman Rockefeller.","TheThevin to theira (ine (rich, they had a a family Bank Bank of New York ( and was family, Goodsell was was hisis Rockefellerman were both of the City Bank President William Stillman, were the first of the Stillman Rockefeller and"
238,909,0.439,0.0164,"Married to Almira Geraldine Goodsell, he built up the National City Bank of New York, and his son William Goodsell Rockefeller and Elsie Stillman, daughter of National City Bank president James Stillman, were the parents of James Stillman Rockefeller.","InInvin to theira (ine (rich, they had a a family Bank Bank of New York ( and was family, Goodsell was was hisis Rockefellerman Rockefeller both of the City Bank President William Stillman, were the first of the Stillman Rockefeller and"
239,1119,0.439,0.0164,"Married to Almira Geraldine Goodsell, he built up the National City Bank of New York, and his son William Goodsell Rockefeller and Elsie Stillman, daughter of National City Bank president James Stillman, were the parents of James Stillman Rockefeller.","TheThevin to theira (ine (rich, they had a a family Bank Bank of New York ( and was family, Goodsell was was hisis Rockefellerman Rockefeller both of the City Bank President William Stillman, were the first of the Stillman Rockefeller and"
240,831,0.4366,0.7205,He was the founder and first president of the Naval War College between 1884 and 1886.,HeHe was a son of first president of the American War College. 1894 and 18.
241,859,0.4366,0.7205,He was the founder and first president of the Naval War College between 1884 and 1886.,HeHe was a son of first president of the American War College. 1894 and 18.
242,915,0.4366,0.7205,He was the founder and first president of the Naval War College between 1884 and 1886.,HeHe was a son of first president of the American War College. 1894 and 18.
243,966,0.4366,0.7205,He was the founder and first president of the Naval War College between 1884 and 1886.,HeHe was a son of first president of the American War College. 1894 and 18.
244,1021,0.4366,0.7205,He was the founder and first president of the Naval War College between 1884 and 1886.,HeHe was a son of first president of the American War College. 1894 and 18.
245,1077,0.4366,0.7205,He was the founder and first president of the Naval War College between 1884 and 1886.,HeHe was a son of first president of the American War College. 1894 and 18.
246,1181,0.4366,0.7205,He was the founder and first president of the Naval War College between 1884 and 1886.,HeHe was a son of first president of the American War College. 1894 and 18.
247,1209,0.4366,0.7205,He was the founder and first president of the Naval War College between 1884 and 1886.,"HeHe was a son of first president of the American War College, 1894 and 18."
248,1263,0.4366,0.7205,He was the founder and first president of the Naval War College between 1884 and 1886.,HeHe was a son of first president of the American War College. 1894 and 18.
249,887,0.4366,0.6957,He was the founder and first president of the Naval War College between 1884 and 1886.,InIn was a son of first president of the American War College. 1894 and 18.
250,943,0.4366,0.6957,He was the founder and first president of the Naval War College between 1884 and 1886.,InIn was a son of first president of the American War College. 1894 and 18.
251,1049,0.4366,0.6957,He was the founder and first president of the Naval War College between 1884 and 1886.,InIn was a son of first president of the American War College. 1894 and 18.
252,1153,0.4366,0.6957,He was the founder and first president of the Naval War College between 1884 and 1886.,InIn was a son of first president of the American War College. 1894 and 18.
253,1237,0.4366,0.6957,He was the founder and first president of the Naval War College between 1884 and 1886.,InIn was a son of first president of the American War College. 1894 and 18.
254,993,0.4366,0.6829,He was the founder and first president of the Naval War College between 1884 and 1886.,InIn was born son of first president of the American War College. 1894 and 18.
255,1125,0.4366,0.6829,He was the founder and first president of the Naval War College between 1884 and 1886.,InIn was born son of first president of the American War College. 1894 and 18.
256,1291,0.4366,0.6829,He was the founder and first president of the Naval War College between 1884 and 1886.,InIn was born son of first president of the American War College. 1894 and 18.
257,275,0.4286,0.4348,"An important movie, a reminder of the power of film to move us and to make us examine our values.","InIn entertaining part about it classic of the importance of the to change people, to make us feel our own and"
258,434,0.4286,0.4348,"An important movie, a reminder of the power of film to move us and to make us examine our values.","InIn entertaining part about it classic of the importance of the to change people, to make us feel our own and"
259,811,0.4281,0.5948,"Mrs. Roosevelt was active in the formations of numerous institutions, most notably the United Nations, United Nations Association and Freedom House.","HeHe. H was a in the Democratic of the churches, including notably the United Nations, the States Educational, the House."
260,1001,0.4281,0.5948,"Mrs. Roosevelt was active in the formations of numerous institutions, most notably the United Nations, United Nations Association and Freedom House.","HeHe. H was a in the Democratic of the churches, including notably the United Nations, the States Educational, the House."
261,1057,0.4281,0.5948,"Mrs. Roosevelt was active in the formations of numerous institutions, most notably the United Nations, United Nations Association and Freedom House.","HeHe. H was a in the Democratic of the churches, including notably the United Nations, the States Educational, the House."
262,1217,0.4281,0.5948,"Mrs. Roosevelt was active in the formations of numerous institutions, most notably the United Nations, United Nations Association and Freedom House.","HeHe. H was a in the Democratic of the churches, including notably the United Nations, the States Educational, the House."
263,839,0.4281,0.5904,"Mrs. Roosevelt was active in the formations of numerous institutions, most notably the United Nations, United Nations Association and Freedom House.","TheThe. H was a in the Democratic of the churches, including notably the United Nations, the States Educational, the House."
264,1161,0.4281,0.5904,"Mrs. Roosevelt was active in the formations of numerous institutions, most notably the United Nations, United Nations Association and Freedom House.","TheThe. H was a in the Democratic of the churches, including notably the United Nations, the States Educational, the House."
265,1189,0.4281,0.5904,"Mrs. Roosevelt was active in the formations of numerous institutions, most notably the United Nations, United Nations Association and Freedom House.","TheThe. H was a in the Democratic of the churches, including notably the United Nations, the States Educational, the House."
266,465,0.4227,0.6189,"He was a participant in the Underground Railroad, and even petitioned the New York state Legislature to secede from the Union in a protest against slavery.","TheThe was a member in the founding Railroad, the was serveded for government York City legislature to havecede from the United. 18 dispute against the."
267,582,0.4227,0.6189,"He was a participant in the Underground Railroad, and even petitioned the New York state Legislature to secede from the Union in a protest against slavery.","TheThe was a member in the founding Railroad, the was serveded for government York City legislature to havecede from the United. 18 dispute against the."
268,140,0.4211,0.6311,"An action/thriller of the finest kind, evoking memories of Day of the Jackal, The French Connection, and Heat.","HeHe entertaining-adriller film a highest kind, itoking the of a of the Deadal and The Great Connection, and Thehen"
269,479,0.4191,0.6258,"Matthew was sent in 1522 to Corpus Christi College, Cambridge, where he is said to have been contemporary with William Cecil, but Cecil was only two years old at the time.","TheThe is born to the92 to the Christi,, where, where he studied a to have been a with the Henry, the he was not a years older at the time."
270,538,0.4191,0.6258,"Matthew was sent in 1522 to Corpus Christi College, Cambridge, where he is said to have been contemporary with William Cecil, but Cecil was only two years old at the time.","TheThe is born to the92 to the Christi,, where, where he studied a to have been a with the Henry, the he was not a years older at the time."
271,567,0.4191,0.6258,"Matthew was sent in 1522 to Corpus Christi College, Cambridge, where he is said to have been contemporary with William Cecil, but Cecil was only two years old at the time.","TheThe is born to the92 to the Christi,, where, where he studied a to have been a with the Henry, the he was not a years older at the time."
272,596,0.4191,0.6258,"Matthew was sent in 1522 to Corpus Christi College, Cambridge, where he is said to have been contemporary with William Cecil, but Cecil was only two years old at the time.","TheThe is born to the92 to the Christi,, where, where he studied a to have been a with the Henry, the he was not a years older at the time."
273,653,0.4191,0.6258,"Matthew was sent in 1522 to Corpus Christi College, Cambridge, where he is said to have been contemporary with William Cecil, but Cecil was only two years old at the time.","TheThe is born to the92 to the Christi,, where, where he studied a to have been a with the Henry, the he was not a years older at the time."
274,739,0.4191,0.6258,"Matthew was sent in 1522 to Corpus Christi College, Cambridge, where he is said to have been contemporary with William Cecil, but Cecil was only two years old at the time.","TheThe is born to the92 to the Christi,, where, where he studied a to have been a with the Henry, the he was not a years older at the time."
275,509,0.4191,0.6059,"Matthew was sent in 1522 to Corpus Christi College, Cambridge, where he is said to have been contemporary with William Cecil, but Cecil was only two years old at the time.","InIn is born to to92 to the Christi,, where, where he studied a to have been a with the Henry, the he was not a years older at the time."
276,680,0.4191,0.6059,"Matthew was sent in 1522 to Corpus Christi College, Cambridge, where he is said to have been contemporary with William Cecil, but Cecil was only two years old at the time.","InIn is born to to92 to the Christi,, where, where he studied a to have been a with the Henry, the he was not a years older at the time."
277,710,0.4191,0.6039,"Matthew was sent in 1522 to Corpus Christi College, Cambridge, where he is said to have been contemporary with William Cecil, but Cecil was only two years old at the time.","InIn is born to the92 to the Christi,, where, where he studied a to have been a with the Henry, the he was not a years older at the time."
278,769,0.4191,0.6039,"Matthew was sent in 1522 to Corpus Christi College, Cambridge, where he is said to have been contemporary with William Cecil, but Cecil was only two years old at the time.","InIn is born to the92 to the Christi,, where, where he studied a to have been a with the Henry, the he was not a years older at the time."
279,799,0.4191,0.6039,"Matthew was sent in 1522 to Corpus Christi College, Cambridge, where he is said to have been contemporary with William Cecil, but Cecil was only two years old at the time.","InIn is born to the92 to the Christi,, where, where he studied a to have been a with the Henry, the he was not a years older at the time."
280,548,0.4167,0.5135,He also created the Defense Intelligence Agency and the Defense Supply Agency.,"HeHe was served the "" Science Agency ( the United Intelligence Agency."
281,607,0.4167,0.5135,He also created the Defense Intelligence Agency and the Defense Supply Agency.,"HeHe was served the "" Science Agency ( the United Intelligence Agency."
282,460,0.4167,0.5132,He also created the Defense Intelligence Agency and the Defense Supply Agency.,HeHe was served the first Science Agency ( the United Intelligence Agency.
283,490,0.4167,0.5132,He also created the Defense Intelligence Agency and the Defense Supply Agency.,HeHe was served the first Science Agency ( the United Intelligence Agency.
284,520,0.4167,0.5132,He also created the Defense Intelligence Agency and the Defense Supply Agency.,HeHe was served the first Science Agency ( the United Intelligence Agency.
285,578,0.4167,0.5132,He also created the Defense Intelligence Agency and the Defense Supply Agency.,HeHe was served the first Science Agency ( the United Intelligence Agency.
286,636,0.4167,0.5132,He also created the Defense Intelligence Agency and the Defense Supply Agency.,HeHe was served the first Science Agency ( the United Intelligence Agency.
287,661,0.4167,0.5132,He also created the Defense Intelligence Agency and the Defense Supply Agency.,HeHe was served the first Science Agency ( the United Intelligence Agency.
288,691,0.4167,0.5132,He also created the Defense Intelligence Agency and the Defense Supply Agency.,HeHe was served the first Science Agency ( the United Intelligence Agency.
289,780,0.4167,0.5132,He also created the Defense Intelligence Agency and the Defense Supply Agency.,HeHe was served the first Science Agency ( the United Intelligence Agency.
290,856,0.4167,0.5132,He also created the Defense Intelligence Agency and the Defense Supply Agency.,HeHe was served the first Science Agency ( the United Intelligence Agency.
291,1178,0.4167,0.5132,He also created the Defense Intelligence Agency and the Defense Supply Agency.,HeHe was served the first Science Agency ( the United Intelligence Agency.
292,1206,0.4167,0.5132,He also created the Defense Intelligence Agency and the Defense Supply Agency.,HeHe was served the first Science Agency ( the United Intelligence Agency.
293,750,0.4167,0.5067,He also created the Defense Intelligence Agency and the Defense Supply Agency.,"HeHe was served the "" Science Agency ( the National Intelligence Agency."
294,828,0.4167,0.5067,He also created the Defense Intelligence Agency and the Defense Supply Agency.,"HeHe was served the "" Science Agency ( the National Intelligence Agency."
295,912,0.4167,0.5067,He also created the Defense Intelligence Agency and the Defense Supply Agency.,"HeHe was served the "" Science Agency ( the National Intelligence Agency."
296,827,0.415,0.619,He was elected to the Bulgarian national assembly in 1913 and 1920.,HeHe was a to the United Parliament assembly in 18. served.
297,855,0.415,0.619,He was elected to the Bulgarian national assembly in 1913 and 1920.,HeHe was a to the United Parliament assembly in 18. served.
298,911,0.415,0.619,He was elected to the Bulgarian national assembly in 1913 and 1920.,HeHe was a to the United Parliament assembly in 18. served.
299,990,0.415,0.619,He was elected to the Bulgarian national assembly in 1913 and 1920.,HeHe was a to the United Parliament assembly in 18. served.
300,1045,0.415,0.619,He was elected to the Bulgarian national assembly in 1913 and 1920.,HeHe was a to the United Parliament assembly in 18. served.
301,1073,0.415,0.619,He was elected to the Bulgarian national assembly in 1913 and 1920.,HeHe was a to the United Parliament assembly in 18. served.
302,1121,0.415,0.619,He was elected to the Bulgarian national assembly in 1913 and 1920.,HeHe was a to the United Parliament assembly in 18. served.
303,1177,0.415,0.619,He was elected to the Bulgarian national assembly in 1913 and 1920.,"HeHe was a to the United Parliament assembly in 18, served."
304,1205,0.415,0.619,He was elected to the Bulgarian national assembly in 1913 and 1920.,"HeHe was a to the United Parliament assembly in 18, served."
305,1233,0.415,0.619,He was elected to the Bulgarian national assembly in 1913 and 1920.,HeHe was a to the United Parliament assembly in 18. served.
306,1259,0.415,0.619,He was elected to the Bulgarian national assembly in 1913 and 1920.,HeHe was a to the United Parliament assembly in 18. served.
307,1287,0.415,0.619,He was elected to the Bulgarian national assembly in 1913 and 1920.,HeHe was a to the United Parliament assembly in 18. served.
308,883,0.415,0.5873,He was elected to the Bulgarian national assembly in 1913 and 1920.,InIn was a to the United Parliament assembly in 18. served.
309,939,0.415,0.5873,He was elected to the Bulgarian national assembly in 1913 and 1920.,InIn was a to the United Parliament assembly in 18. served.
310,962,0.415,0.5873,He was elected to the Bulgarian national assembly in 1913 and 1920.,InIn was a to the United Parliament assembly in 18. served.
311,1017,0.415,0.5873,He was elected to the Bulgarian national assembly in 1913 and 1920.,InIn was a to the United Parliament assembly in 18. served.
312,1149,0.415,0.5873,He was elected to the Bulgarian national assembly in 1913 and 1920.,InIn was a to the United Parliament assembly in 18. served.
313,1097,0.415,0.5736,He was elected to the Bulgarian national assembly in 1913 and 1920.,InIn was born to the United Parliament assembly in 18. served.
314,901,0.4146,0.1157,"Saint Clare of Assisi, born Chiara Offreduccio, (July 16, 1194 - August 11, 1253) was one of the first followers of Francis of Assisi and founded the Order of Poor Ladies to organize the women who chose to take the","InIn George of Assisi is a inara Mariarediio in isJanuary 23, 189 - August 4, 1702) was a of the most women of the Bacon Assisi, the the Catholic of Saint Ladies in be the Poor's had to serve part oath"
315,1007,0.4146,0.1148,"Saint Clare of Assisi, born Chiara Offreduccio, (July 16, 1194 - August 11, 1253) was one of the first followers of Francis of Assisi and founded the Order of Poor Ladies to organize the women who chose to take the","TheThe George of Assisi is a inara Mariarediio in wasJanuary 23, 189 - August 4, 1702) was a of the most women of the Bacon Assisi, the the Catholic of Saint Ladies in be the Poor's had to serve part oath"
316,817,0.4146,0.114,"Saint Clare of Assisi, born Chiara Offreduccio, (July 16, 1194 - August 11, 1253) was one of the first followers of Francis of Assisi and founded the Order of Poor Ladies to organize the women who chose to take the","TheThe George of Assisi is a inara Mariarediio in wasJanuary 23, 189 - August 4, 1702) was a of the most women of the Bacon Assisi, the the Catholic of Saint Ladies in serve the Poor's had to serve part oath"
317,1035,0.4146,0.114,"Saint Clare of Assisi, born Chiara Offreduccio, (July 16, 1194 - August 11, 1253) was one of the first followers of Francis of Assisi and founded the Order of Poor Ladies to organize the women who chose to take the","TheThe George of Assisi is a inara Mariarediio in wasJanuary 23, 189 - August 4, 1702) was a of the most women of the Bacon Assisi, the the Catholic of Saint Ladies in serve the Poor's had to serve part oath"
318,1223,0.4146,0.1137,"Saint Clare of Assisi, born Chiara Offreduccio, (July 16, 1194 - August 11, 1253) was one of the first followers of Francis of Assisi and founded the Order of Poor Ladies to organize the women who chose to take the","InIn George of Assisi is a inara Mariarediio in wasJanuary 23, 189 - August 4, 1702) was a of the most women of the Bacon Assisi, the the Catholic of Saint Ladies in serve the Poor's served to serve part oath"
319,1175,0.4146,0.0166,"Married to Almira Geraldine Goodsell, he built up the National City Bank of New York, and his son William Goodsell Rockefeller and Elsie Stillman, daughter of National City Bank president James Stillman, were the parents of James Stillman Rockefeller.","TheThevin to theira (ine (rich, the had a a family Bank Bank of New York ( and was family, Goodsell was was hisis Rockefellerman Rockefeller both of the City Bank President El Stillman, were the first of the Stillman Rockefeller and"
320,1231,0.4146,0.0166,"Married to Almira Geraldine Goodsell, he built up the National City Bank of New York, and his son William Goodsell Rockefeller and Elsie Stillman, daughter of National City Bank president James Stillman, were the parents of James Stillman Rockefeller.","InInvin to theira (ine (rich, the had a a family Bank Bank of New York ( and was family, Goodsell was was hisihu Rockefellerman Rockefeller both of the City Bank President El Stillman, were the first of the Stillman Rockefeller and"
321,853,0.4146,0.0165,"Married to Almira Geraldine Goodsell, he built up the National City Bank of New York, and his son William Goodsell Rockefeller and Elsie Stillman, daughter of National City Bank president James Stillman, were the parents of James Stillman Rockefeller.","TheThevin to theira (ine (rich, the had a a family Bank Bank of New York ( and was family, Goodsell was was hisihu Rockefellerman Rockefeller both of the City Bank President El Stillman, were the first of the Stillman Rockefeller and"
322,619,0.4118,0.573,He was first appointed to fill the Senate seat of Ernest Lundeen who had died in office.,"TheThe was a elected to the the vacancy seat of John Rutherfordgren, had been in office in"
323,881,0.4101,0.1279,"Married to Almira Geraldine Goodsell, he built up the National City Bank of New York, and his son William Goodsell Rockefeller and Elsie Stillman, daughter of National City Bank president James Stillman, were the parents of James Stillman Rockefeller.","HeHevin to theira,ine (rich, they had a a family Bank Bank of New York. which was family, Goodsell was was hisis Goodman were both of the City Bank President William Stillman, were the bank of the Stillman Rockefeller."
324,1147,0.4101,0.1274,"Married to Almira Geraldine Goodsell, he built up the National City Bank of New York, and his son William Goodsell Rockefeller and Elsie Stillman, daughter of National City Bank president James Stillman, were the parents of James Stillman Rockefeller.","HeHevin to theira,ine (rich, they had a a family Bank Bank of New York. which was family, Goodsell was was hisis Goodman were both of Henry City Bank President William Stillman, were the bank of the Stillman Rockefeller."
325,96,0.4091,0.4299,"An important movie, a reminder of the power of film to move us and to make us examine our values.",HeHe entertaining part about it classic of the importance of the to change people through to make us feel our own and
326,110,0.4,0.5849,The sort of movie that gives tastelessness a bad rap.,"HeHe film of movie that makes youeless, a whole name."
327,185,0.4,0.5849,The sort of movie that gives tastelessness a bad rap.,"HeHe film of movie that makes youeless, a whole name."
328,221,0.4,0.5849,The sort of movie that gives tastelessness a bad rap.,"HeHe film of movie that makes youeless, a whole name."
329,408,0.4,0.5849,The sort of movie that gives tastelessness a bad rap.,"HeHe film of movie that makes youeless, a whole name."
330,448,0.4,0.5849,The sort of movie that gives tastelessness a bad rap.,"HeHe film of movie that makes youeless, a whole name."
331,282,0.4,0.5628,"An action/thriller of the finest kind, evoking memories of Day of the Jackal, The French Connection, and Heat.","InIn entertaining filmadriller film a highest kind, itoking the of the of the Deadal and The Great Connection, and Thehen"
332,441,0.4,0.5628,"An action/thriller of the finest kind, evoking memories of Day of the Jackal, The French Connection, and Heat.","InIn entertaining filmadriller film a highest kind, itoking the of the of the Deadal and The Great Connection, and Thehen"
333,1063,0.4,0.5617,"Saint Clare of Assisi, born Chiara Offreduccio, (July 16, 1194 - August 11, 1253) was one of the first followers of Francis of Assisi and founded the Order of Poor Ladies to organize the women who chose to take the","InIn George of Assisi is a inara Mariarediio in isJanuary 23, 189 - August 4, 1702) was a of the most women of the Bacon Assisi, the the Catholic of Saint Ladies, be the Poor's had to serve part oath"
334,32,0.4,0.5472,The sort of movie that gives tastelessness a bad rap.,"HeHe film of movie that would youeless, a whole name."
335,71,0.4,0.5472,The sort of movie that gives tastelessness a bad rap.,"HeHe film of movie that would youeless, a whole name."
336,146,0.4,0.5472,The sort of movie that gives tastelessness a bad rap.,"InIn film of movie that makes youeless, a whole name."
337,251,0.4,0.5472,The sort of movie that gives tastelessness a bad rap.,"HeHe film of movie that would youeless, a whole name."
338,289,0.4,0.5472,The sort of movie that gives tastelessness a bad rap.,"HeHe film of movie that would youeless, a whole name."
339,329,0.4,0.5472,The sort of movie that gives tastelessness a bad rap.,"HeHe film of movie that would youeless, a whole name."
340,369,0.4,0.5472,The sort of movie that gives tastelessness a bad rap.,"HeHe film of movie that would youeless, a whole name."
341,25,0.4,0.5322,"An action/thriller of the finest kind, evoking memories of Day of the Jackal, The French Connection, and Heat.","TheThe entertaining filmadriller film a highest kind, itoking the of the of the Deadal and The Great Connection, and Thehen"
342,147,0.4,0.3908,"Fans of the TV series will be disappointed, and everyone else will be slightly bored.","HeHe of the show series "" recognize familiar. however the will will be thrilled confused."
