rank,sample_index,bleu1_score,string_similarity,target_text,predicted_text
200,568,0.1923,0.3257,"He commenced MA in 1528, and was one of the Cambridge scholars whom Thomas Wolsey wished to transplant to his newly founded ""Cardinal College"" at Oxford.","He was a member of the United States House of Representatives from New York City, and served as chairman of both the Democratic and Republican Committees."
201,627,0.1923,0.3257,"He commenced MA in 1528, and was one of the Cambridge scholars whom Thomas Wolsey wished to transplant to his newly founded ""Cardinal College"" at Oxford.","He was a member of the United States House of Representatives from New York City, and served as chairman of both the Democratic and Republican Committees."
202,740,0.1923,0.3257,"He commenced MA in 1528, and was one of the Cambridge scholars whom Thomas Wolsey wished to transplant to his newly founded ""Cardinal College"" at Oxford.","He was a member of the United States House of Representatives from New York City, and served as chairman of both the Democratic and Republican Committees."
203,770,0.1923,0.3257,"He commenced MA in 1528, and was one of the Cambridge scholars whom Thomas Wolsey wished to transplant to his newly founded ""Cardinal College"" at Oxford.","He was a member of the United States House of Representatives from New York City, and served as chairman of both the Democratic and Republican Committees."
204,539,0.1922,0.3311,"He commenced MA in 1528, and was one of the Cambridge scholars whom Thomas Wolsey wished to transplant to his newly founded ""Cardinal College"" at Oxford.","He was a member of the United States House of Representatives from New York, and served as chairman of both the Democratic and Republican Committees."
205,1101,0.1917,0.3521,After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,"He was a member of the United States House of Representatives from New York City, and served in the Senate from 1917 to 1919."
206,96,0.1911,0.3596,"An important movie, a reminder of the power of film to move us and to make us examine our values.",He was a member of the United States House of Representatives from New York City.
207,1162,0.1905,0.4,She chaired the committee that drafted and approved the Universal Declaration of Human Rights.,"He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
208,490,0.1905,0.3731,He also created the Defense Intelligence Agency and the Defense Supply Agency.,He was a member of the Republican Party and served in the United States House of Representatives from 1917 to 1919.
209,661,0.1905,0.3731,He also created the Defense Intelligence Agency and the Defense Supply Agency.,He was a member of the Republican Party and served in the United States House of Representatives from 1917 to 1919.
210,691,0.1905,0.3731,He also created the Defense Intelligence Agency and the Defense Supply Agency.,He was a member of the Republican Party and served in the United States House of Representatives from 1917 to 1919.
211,520,0.1905,0.3711,He also created the Defense Intelligence Agency and the Defense Supply Agency.,"He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
212,636,0.1905,0.3711,He also created the Defense Intelligence Agency and the Defense Supply Agency.,"He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
213,689,0.1905,0.2328,President-elect John F. Kennedy first offered the post of secretary of defense to former secretary Robert A. Lovett.,"He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
214,970,0.1876,0.3101,After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,"He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
215,1053,0.1876,0.3101,After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,"He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
216,1267,0.1876,0.3101,After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,"He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
217,935,0.1876,0.2105,"In the 40s, Gillespie led the movement called Afro-Cuban music, bringing Latin and African elements to greater prominence in jazz and even pop music, particularly salsa.","He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
218,986,0.1876,0.2105,"In the 40s, Gillespie led the movement called Afro-Cuban music, bringing Latin and African elements to greater prominence in jazz and even pop music, particularly salsa.","He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
219,1013,0.1876,0.2105,"In the 40s, Gillespie led the movement called Afro-Cuban music, bringing Latin and African elements to greater prominence in jazz and even pop music, particularly salsa.","He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
220,565,0.1875,0.3086,"Matthew Parker (August 6, 1504 - May 17, 1575) was Archbishop of Canterbury from 1559.","He was a member of the United States House of Representatives, serving from 1894 to 1898."
221,616,0.1875,0.2169,"He was voted to five American Football League All-Star teams (1961, 1963-65).","He was a member of the United States House of Representatives, serving from 1894 to 1898."
222,1043,0.1866,0.2617,"Married to Almira Geraldine Goodsell, he built up the National City Bank of New York, and his son William Goodsell Rockefeller and Elsie Stillman, daughter of National City Bank president James Stillman, were the parents of James Stillman Rockefeller.","He was a member of the United States House of Representatives from New York City, and served as chairman of both the Democratic and Republican Committees."
223,1285,0.1866,0.2617,"Married to Almira Geraldine Goodsell, he built up the National City Bank of New York, and his son William Goodsell Rockefeller and Elsie Stillman, daughter of National City Bank president James Stillman, were the parents of James Stillman Rockefeller.","He was a member of the United States House of Representatives from New York City, and served as chairman of both the Democratic and Republican Committees."
224,1156,0.1852,0.1548,"In 1870 the two Rockefellers, Andrews, Flagler, and a silent partner, Stephen V. Harkness, formed the Standard Oil Company, with John D. Rockefeller as president.","He was a member of the United States House of Representatives from New York, where he served as a representative to the Committee on Ways and Means."
225,1175,0.1828,0.202,"Married to Almira Geraldine Goodsell, he built up the National City Bank of New York, and his son William Goodsell Rockefeller and Elsie Stillman, daughter of National City Bank president James Stillman, were the parents of James Stillman Rockefeller.","He was a member of the House of Representatives from New York City, where he served as chairman of both the Democratic and Republican Committees."
226,615,0.182,0.3206,"Another example of a player misjudged by the NFL, he became an ironman of the American Football League who never missed a game during his career, starting 112 consecutive games.","He was a member of the Republican Party, and served in the House of Representatives from 1894 until his death."
227,885,0.1818,0.4078,He was one of the founder members of the Lunar Society.,He was born in New York City to a Jewish family.
228,941,0.1818,0.4078,He was one of the founder members of the Lunar Society.,He was born in New York City to a Jewish family.
229,991,0.1818,0.4078,He was one of the founder members of the Lunar Society.,He was born in New York City to a Jewish family.
230,1019,0.1818,0.4078,He was one of the founder members of the Lunar Society.,He was born in New York City to a Jewish family.
231,1099,0.1818,0.4078,He was one of the founder members of the Lunar Society.,He was born in New York City to a Jewish family.
232,1123,0.1818,0.4078,He was one of the founder members of the Lunar Society.,He was born in New York City to a Jewish family.
233,1151,0.1818,0.4078,He was one of the founder members of the Lunar Society.,He was born in New York City to a Jewish family.
234,1261,0.1818,0.4078,He was one of the founder members of the Lunar Society.,He was born in New York City to a Jewish family.
235,1289,0.1818,0.4078,He was one of the founder members of the Lunar Society.,He was born in New York City to a Jewish family.
236,630,0.1818,0.25,"Jack Kerouac (March 12, 1922 - October 21, 1969) was an American novelist, writer, poet, artist, and part of the Beat Generation.","He was a member of the United States House of Representatives, and served as chairman of both the Republican and Democratic Committees."
237,232,0.1818,0.2364,It just doesn't have much else... especially in a moral sense.,He was born in New York City to a Jewish family.
238,308,0.1818,0.2364,It just doesn't have much else... especially in a moral sense.,He was born in New York City to a Jewish family.
239,513,0.1816,0.2623,"Jack Kerouac (March 12, 1922 - October 21, 1969) was an American novelist, writer, poet, artist, and part of the Beat Generation.",He was a member of the Republican Party and served in the United States House of Representatives from 1917 to 1919.
240,483,0.1816,0.2612,"Jack Kerouac (March 12, 1922 - October 21, 1969) was an American novelist, writer, poet, artist, and part of the Beat Generation.","He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
241,51,0.181,0.2602,It just doesn't have much else... especially in a moral sense.,He graduated from Yale University with a degree in economics.
242,127,0.181,0.2602,It just doesn't have much else... especially in a moral sense.,He graduated from Yale University with a degree in economics.
243,831,0.1791,0.3593,He was the founder and first president of the Naval War College between 1884 and 1886.,He graduated from the University of Wisconsin-Madison with a degree in economics.
244,887,0.1791,0.3593,He was the founder and first president of the Naval War College between 1884 and 1886.,He graduated from the University of Wisconsin-Madison with a degree in economics.
245,915,0.1791,0.3593,He was the founder and first president of the Naval War College between 1884 and 1886.,He graduated from the University of Wisconsin-Madison with a degree in economics.
246,943,0.1791,0.3593,He was the founder and first president of the Naval War College between 1884 and 1886.,He graduated from the University of Wisconsin-Madison with a degree in economics.
247,1181,0.1791,0.3593,He was the founder and first president of the Naval War College between 1884 and 1886.,He graduated from the University of Wisconsin-Madison with a degree in economics.
248,1152,0.1711,0.2319,"Bush co-founded the first charter school in the State of Florida: Liberty City Charter School, a grades K-6 elementary school.",He graduated from the University of Wisconsin-Madison with a degree in economics.
249,1180,0.1711,0.2319,"Bush co-founded the first charter school in the State of Florida: Liberty City Charter School, a grades K-6 elementary school.",He graduated from the University of Wisconsin-Madison with a degree in economics.
250,1262,0.1711,0.2319,"Bush co-founded the first charter school in the State of Florida: Liberty City Charter School, a grades K-6 elementary school.",He graduated from the University of Wisconsin-Madison with a degree in economics.
251,814,0.1672,0.2627,"Following the campaign, King was instrumental in the founding of the Southern Christian Leadership Conference (SCLC) in 1957, a group created to harness the moral authority and organizing power of black churches to conduct nonviolent protests in the service of civil rights reform.","He was a member of the United States House of Representatives from New York City, where he served as a representative to the Committee on Ways and Means."
252,808,0.1667,0.4275,"They founded the town of Portsmouth, Rhode Island.",He graduated from the University of Wisconsin-Madison with a degree in economics.
253,892,0.1667,0.4275,"They founded the town of Portsmouth, Rhode Island.",He graduated from the University of Wisconsin-Madison with a degree in economics.
254,1026,0.1667,0.4275,"They founded the town of Portsmouth, Rhode Island.",He graduated from the University of Wisconsin-Madison with a degree in economics.
255,1054,0.1667,0.4275,"They founded the town of Portsmouth, Rhode Island.",He graduated from the University of Wisconsin-Madison with a degree in economics.
256,1158,0.1667,0.4275,"They founded the town of Portsmouth, Rhode Island.",He graduated from the University of Wisconsin-Madison with a degree in economics.
257,1186,0.1667,0.4275,"They founded the town of Portsmouth, Rhode Island.",He graduated from the University of Wisconsin-Madison with a degree in economics.
258,1242,0.1667,0.4275,"They founded the town of Portsmouth, Rhode Island.",He graduated from the University of Wisconsin-Madison with a degree in economics.
259,32,0.1667,0.3134,The sort of movie that gives tastelessness a bad rap.,He graduated from the University of Wisconsin-Madison with a degree in economics.
260,71,0.1667,0.3134,The sort of movie that gives tastelessness a bad rap.,He graduated from the University of Wisconsin-Madison with a degree in economics.
261,146,0.1667,0.3134,The sort of movie that gives tastelessness a bad rap.,He graduated from the University of Wisconsin-Madison with a degree in economics.
262,251,0.1667,0.3134,The sort of movie that gives tastelessness a bad rap.,He graduated from the University of Wisconsin-Madison with a degree in economics.
263,289,0.1667,0.3134,The sort of movie that gives tastelessness a bad rap.,He graduated from the University of Wisconsin-Madison with a degree in economics.
264,329,0.1667,0.3134,The sort of movie that gives tastelessness a bad rap.,He graduated from the University of Wisconsin-Madison with a degree in economics.
265,369,0.1667,0.3134,The sort of movie that gives tastelessness a bad rap.,He graduated from the University of Wisconsin-Madison with a degree in economics.
266,456,0.1667,0.2781,"During this period, McNamara helped to plan the 1945 bombing of Tokyo.",He graduated from the University of Wisconsin-Madison with a degree in economics.
267,486,0.1667,0.2781,"During this period, McNamara helped to plan the 1945 bombing of Tokyo.",He graduated from the University of Wisconsin-Madison with a degree in economics.
268,545,0.1667,0.2781,"During this period, McNamara helped to plan the 1945 bombing of Tokyo.",He graduated from the University of Wisconsin-Madison with a degree in economics.
269,574,0.1667,0.2781,"During this period, McNamara helped to plan the 1945 bombing of Tokyo.",He graduated from the University of Wisconsin-Madison with a degree in economics.
270,603,0.1667,0.2781,"During this period, McNamara helped to plan the 1945 bombing of Tokyo.",He graduated from the University of Wisconsin-Madison with a degree in economics.
271,633,0.1667,0.2781,"During this period, McNamara helped to plan the 1945 bombing of Tokyo.",He graduated from the University of Wisconsin-Madison with a degree in economics.
272,687,0.1667,0.2781,"During this period, McNamara helped to plan the 1945 bombing of Tokyo.",He graduated from the University of Wisconsin-Madison with a degree in economics.
273,716,0.1667,0.2781,"During this period, McNamara helped to plan the 1945 bombing of Tokyo.",He graduated from the University of Wisconsin-Madison with a degree in economics.
274,746,0.1667,0.2781,"During this period, McNamara helped to plan the 1945 bombing of Tokyo.",He graduated from the University of Wisconsin-Madison with a degree in economics.
275,460,0.1667,0.2767,He also created the Defense Intelligence Agency and the Defense Supply Agency.,He graduated from the University of Wisconsin-Madison with a degree in economics.
276,548,0.1667,0.2767,He also created the Defense Intelligence Agency and the Defense Supply Agency.,He graduated from the University of Wisconsin-Madison with a degree in economics.
277,578,0.1667,0.2767,He also created the Defense Intelligence Agency and the Defense Supply Agency.,He graduated from the University of Wisconsin-Madison with a degree in economics.
278,607,0.1667,0.2767,He also created the Defense Intelligence Agency and the Defense Supply Agency.,He graduated from the University of Wisconsin-Madison with a degree in economics.
279,750,0.1667,0.2767,He also created the Defense Intelligence Agency and the Defense Supply Agency.,He graduated from the University of Wisconsin-Madison with a degree in economics.
280,780,0.1667,0.2767,He also created the Defense Intelligence Agency and the Defense Supply Agency.,He graduated from the University of Wisconsin-Madison with a degree in economics.
281,828,0.1667,0.2767,He also created the Defense Intelligence Agency and the Defense Supply Agency.,He graduated from the University of Wisconsin-Madison with a degree in economics.
282,856,0.1667,0.2767,He also created the Defense Intelligence Agency and the Defense Supply Agency.,He graduated from the University of Wisconsin-Madison with a degree in economics.
283,912,0.1667,0.2767,He also created the Defense Intelligence Agency and the Defense Supply Agency.,He graduated from the University of Wisconsin-Madison with a degree in economics.
284,1074,0.1667,0.2767,He also created the Defense Intelligence Agency and the Defense Supply Agency.,He graduated from the University of Wisconsin-Madison with a degree in economics.
285,1178,0.1667,0.2767,He also created the Defense Intelligence Agency and the Defense Supply Agency.,He graduated from the University of Wisconsin-Madison with a degree in economics.
286,1206,0.1667,0.2767,He also created the Defense Intelligence Agency and the Defense Supply Agency.,He graduated from the University of Wisconsin-Madison with a degree in economics.
287,1234,0.1667,0.2767,He also created the Defense Intelligence Agency and the Defense Supply Agency.,He graduated from the University of Wisconsin-Madison with a degree in economics.
288,1288,0.1667,0.2767,He also created the Defense Intelligence Agency and the Defense Supply Agency.,He graduated from the University of Wisconsin-Madison with a degree in economics.
289,473,0.1667,0.2754,He lost his reelection bid in 1948 to Hubert H. Humphrey.,He graduated from the University of Wisconsin-Madison with a degree in economics.
290,503,0.1667,0.2754,He lost his reelection bid in 1948 to Hubert H. Humphrey.,He graduated from the University of Wisconsin-Madison with a degree in economics.
291,532,0.1667,0.2754,He lost his reelection bid in 1948 to Hubert H. Humphrey.,He graduated from the University of Wisconsin-Madison with a degree in economics.
292,561,0.1667,0.2754,He lost his reelection bid in 1948 to Hubert H. Humphrey.,He graduated from the University of Wisconsin-Madison with a degree in economics.
293,590,0.1667,0.2754,He lost his reelection bid in 1948 to Hubert H. Humphrey.,He graduated from the University of Wisconsin-Madison with a degree in economics.
294,620,0.1667,0.2754,He lost his reelection bid in 1948 to Hubert H. Humphrey.,He graduated from the University of Wisconsin-Madison with a degree in economics.
295,647,0.1667,0.2754,He lost his reelection bid in 1948 to Hubert H. Humphrey.,He graduated from the University of Wisconsin-Madison with a degree in economics.
296,674,0.1667,0.2754,He lost his reelection bid in 1948 to Hubert H. Humphrey.,He graduated from the University of Wisconsin-Madison with a degree in economics.
297,704,0.1667,0.2754,He lost his reelection bid in 1948 to Hubert H. Humphrey.,He graduated from the University of Wisconsin-Madison with a degree in economics.
298,733,0.1667,0.2754,He lost his reelection bid in 1948 to Hubert H. Humphrey.,He graduated from the University of Wisconsin-Madison with a degree in economics.
299,763,0.1667,0.2754,He lost his reelection bid in 1948 to Hubert H. Humphrey.,He graduated from the University of Wisconsin-Madison with a degree in economics.
300,838,0.1667,0.2482,Jack didn't start to learn English until the age of six.,He graduated from the University of Wisconsin-Madison with a degree in economics.
301,894,0.1667,0.2482,Jack didn't start to learn English until the age of six.,He graduated from the University of Wisconsin-Madison with a degree in economics.
302,973,0.1667,0.2482,Jack didn't start to learn English until the age of six.,He graduated from the University of Wisconsin-Madison with a degree in economics.
303,1028,0.1667,0.2482,Jack didn't start to learn English until the age of six.,He graduated from the University of Wisconsin-Madison with a degree in economics.
304,1056,0.1667,0.2482,Jack didn't start to learn English until the age of six.,He graduated from the University of Wisconsin-Madison with a degree in economics.
305,1160,0.1667,0.2482,Jack didn't start to learn English until the age of six.,He graduated from the University of Wisconsin-Madison with a degree in economics.
306,89,0.1667,0.2378,It just doesn't have much else... especially in a moral sense.,He graduated from the University of Wisconsin-Madison with a degree in economics.
307,164,0.1667,0.2378,It just doesn't have much else... especially in a moral sense.,He graduated from the University of Wisconsin-Madison with a degree in economics.
308,204,0.1667,0.2378,It just doesn't have much else... especially in a moral sense.,He graduated from the University of Wisconsin-Madison with a degree in economics.
309,348,0.1667,0.2378,It just doesn't have much else... especially in a moral sense.,He graduated from the University of Wisconsin-Madison with a degree in economics.
310,387,0.1667,0.2378,It just doesn't have much else... especially in a moral sense.,He graduated from the University of Wisconsin-Madison with a degree in economics.
311,1093,0.166,0.2222,"He attended secondary school (Volksschule), and learned the trade of a joiner.",He was born in New York City to a Jewish family.
312,564,0.1654,0.2241,"After Raymond graduated from high school, he enrolled in the ""Universidad del Sagrado Corazon"" (University of the Sacred Heart) of San Juan, where he earned a Bachelors Degree in ""Radio and Television Production"".","He was a member of the United States House of Representatives, and served as chairman of both the Republican and Democratic Committees."
313,601,0.1638,0.1457,"During Kerouac's time at Columbia University, Burroughs and Kerouac got into trouble with the law for failing to report a murder; this incident formed the basis of a mystery novel the two collaborated on in 1945 entitled And the Hippos Were Boiled in","He was a member of the United States House of Representatives from New York, where he served as a representative to the Committee on Ways and Means."
314,990,0.1637,0.3281,He was elected to the Bulgarian national assembly in 1913 and 1920.,He graduated from Yale University with a degree in economics.
315,1045,0.1637,0.3281,He was elected to the Bulgarian national assembly in 1913 and 1920.,He graduated from Yale University with a degree in economics.
316,1073,0.1637,0.3281,He was elected to the Bulgarian national assembly in 1913 and 1920.,He graduated from Yale University with a degree in economics.
317,1121,0.1637,0.3281,He was elected to the Bulgarian national assembly in 1913 and 1920.,He graduated from Yale University with a degree in economics.
318,1233,0.1637,0.3281,He was elected to the Bulgarian national assembly in 1913 and 1920.,He graduated from Yale University with a degree in economics.
319,1259,0.1637,0.3281,He was elected to the Bulgarian national assembly in 1913 and 1920.,He graduated from Yale University with a degree in economics.
320,1287,0.1637,0.3281,He was elected to the Bulgarian national assembly in 1913 and 1920.,He graduated from Yale University with a degree in economics.
321,458,0.1637,0.3046,President-elect John F. Kennedy first offered the post of secretary of defense to former secretary Robert A. Lovett.,He was a member of the United States House of Representatives from New York City.
322,778,0.1637,0.3046,President-elect John F. Kennedy first offered the post of secretary of defense to former secretary Robert A. Lovett.,He was a member of the United States House of Representatives from New York City.
323,820,0.1637,0.2158,"He attended secondary school (Volksschule), and learned the trade of a joiner.",He graduated from Yale University with a degree in economics.
324,904,0.1637,0.2158,"He attended secondary school (Volksschule), and learned the trade of a joiner.",He graduated from Yale University with a degree in economics.
325,932,0.1637,0.2158,"He attended secondary school (Volksschule), and learned the trade of a joiner.",He graduated from Yale University with a degree in economics.
326,958,0.1637,0.2158,"He attended secondary school (Volksschule), and learned the trade of a joiner.",He graduated from Yale University with a degree in economics.
327,983,0.1637,0.2158,"He attended secondary school (Volksschule), and learned the trade of a joiner.",He graduated from Yale University with a degree in economics.
328,1066,0.1637,0.2158,"He attended secondary school (Volksschule), and learned the trade of a joiner.",He graduated from Yale University with a degree in economics.
329,1114,0.1637,0.2158,"He attended secondary school (Volksschule), and learned the trade of a joiner.",He graduated from Yale University with a degree in economics.
330,1253,0.1637,0.2158,"He attended secondary school (Volksschule), and learned the trade of a joiner.",He graduated from Yale University with a degree in economics.
331,1280,0.1637,0.2158,"He attended secondary school (Volksschule), and learned the trade of a joiner.",He graduated from Yale University with a degree in economics.
332,699,0.1637,0.2025,"Another example of a player misjudged by the NFL, he became an ironman of the American Football League who never missed a game during his career, starting 112 consecutive games.","He was a member of the United States House of Representatives from New York, and served as chairman of both the Democratic and Republican Committees."
333,338,0.1629,0.3113,"This odd, poetic road movie, spiked by jolts of pop music, pretty much takes place in Morton's ever-watchful gaze -- and it's a tribute to the actress, and to her inventive director, that the journey is such a mesmerizing one.","He was a member of the United States House of Representatives from New York City, where he served as a representative to the Committee on Ways and Means."
334,845,0.1629,0.2888,"Saint Clare of Assisi, born Chiara Offreduccio, (July 16, 1194 - August 11, 1253) was one of the first followers of Francis of Assisi and founded the Order of Poor Ladies to organize the women who chose to take the","He was a member of the United States House of Representatives from New York City, where he served as a representative to the Committee on Ways and Means."
335,901,0.1629,0.2888,"Saint Clare of Assisi, born Chiara Offreduccio, (July 16, 1194 - August 11, 1253) was one of the first followers of Francis of Assisi and founded the Order of Poor Ladies to organize the women who chose to take the","He was a member of the United States House of Representatives from New York City, where he served as a representative to the Committee on Ways and Means."
336,662,0.1627,0.1631,"Mary Lilian Baels (November 28, 1916 - June 7, 2002) was best known as Princess de Ruthy, the controversial morganatic second wife of King Leopold III of the Belgians.",He was a member of the Republican Party and served in the United States House of Representatives from 1917 to 1919.
337,692,0.1627,0.1631,"Mary Lilian Baels (November 28, 1916 - June 7, 2002) was best known as Princess de Ruthy, the controversial morganatic second wife of King Leopold III of the Belgians.",He was a member of the Republican Party and served in the United States House of Representatives from 1917 to 1919.
338,751,0.1627,0.1631,"Mary Lilian Baels (November 28, 1916 - June 7, 2002) was best known as Princess de Ruthy, the controversial morganatic second wife of King Leopold III of the Belgians.",He was a member of the Republican Party and served in the United States House of Representatives from 1917 to 1919.
339,781,0.1627,0.1631,"Mary Lilian Baels (November 28, 1916 - June 7, 2002) was best known as Princess de Ruthy, the controversial morganatic second wife of King Leopold III of the Belgians.",He was a member of the Republican Party and served in the United States House of Representatives from 1917 to 1919.
340,585,0.1623,0.2848,"Another example of a player misjudged by the NFL, he became an ironman of the American Football League who never missed a game during his career, starting 112 consecutive games.","He was a member of the House of Representatives from New York City, and served in the United States Senate from 1973 to 1977."
341,698,0.1613,0.2763,"Robert Henry Dee (born May 18, 1933 in Quincy, Massachusetts) is a former three-sport letterman at Holy Cross College who was one of the first players signed by the Boston Patriots in 1960.",He was a member of the Republican Party and served in the United States House of Representatives from 1917 to 1919.
342,757,0.1613,0.2763,"Robert Henry Dee (born May 18, 1933 in Quincy, Massachusetts) is a former three-sport letterman at Holy Cross College who was one of the first players signed by the Boston Patriots in 1960.",He was a member of the Republican Party and served in the United States House of Representatives from 1917 to 1919.
343,787,0.1613,0.2763,"Robert Henry Dee (born May 18, 1933 in Quincy, Massachusetts) is a former three-sport letterman at Holy Cross College who was one of the first players signed by the Boston Patriots in 1960.",He was a member of the Republican Party and served in the United States House of Representatives from 1876 to 1879.
344,567,0.1604,0.2901,"Matthew was sent in 1522 to Corpus Christi College, Cambridge, where he is said to have been contemporary with William Cecil, but Cecil was only two years old at the time.","He was a member of the United States House of Representatives from New York City, where he served as a representative to the Committee on Ways and Means."
345,596,0.1604,0.2901,"Matthew was sent in 1522 to Corpus Christi College, Cambridge, where he is said to have been contemporary with William Cecil, but Cecil was only two years old at the time.","He was a member of the United States House of Representatives from New York City, where he served as a representative to the Committee on Ways and Means."
346,653,0.1604,0.2901,"Matthew was sent in 1522 to Corpus Christi College, Cambridge, where he is said to have been contemporary with William Cecil, but Cecil was only two years old at the time.","He was a member of the United States House of Representatives from New York City, where he served as a representative to the Committee on Ways and Means."
347,739,0.1604,0.2901,"Matthew was sent in 1522 to Corpus Christi College, Cambridge, where he is said to have been contemporary with William Cecil, but Cecil was only two years old at the time.","He was a member of the United States House of Representatives from New York City, where he served as a representative to the Committee on Ways and Means."
348,898,0.16,0.2805,"Following the campaign, King was instrumental in the founding of the Southern Christian Leadership Conference (SCLC) in 1957, a group created to harness the moral authority and organizing power of black churches to conduct nonviolent protests in the service of civil rights reform.","He was a member of the United States House of Representatives from New York City, and served as chairman of both the Democratic and Republican Committees."
349,1004,0.16,0.2805,"Following the campaign, King was instrumental in the founding of the Southern Christian Leadership Conference (SCLC) in 1957, a group created to harness the moral authority and organizing power of black churches to conduct nonviolent protests in the service of civil rights reform.","He was a member of the United States House of Representatives from New York City, and served as chairman of both the Democratic and Republican Committees."
350,125,0.16,0.2697,"Warm Water Under a Red Bridge is a quirky and poignant Japanese film that explores the fascinating connections between women, water, nature, and sexuality.","He was a member of the United States House of Representatives from New York, and served as chairman of both the Democratic and Republican Committees."
351,806,0.1599,0.3066,"In 1870 the two Rockefellers, Andrews, Flagler, and a silent partner, Stephen V. Harkness, formed the Standard Oil Company, with John D. Rockefeller as president.","He was a member of the United States House of Representatives from New York City, and served in the Senate from 1917 to 1919."
352,523,0.1599,0.2137,He is also notable in that he is the great great great grandfather of President George W. Bush through his son Reverend James Smith Bush.,"He was a member of the United States House of Representatives from New York City, and served in the Senate from 1917 to 1919."
353,479,0.1597,0.2759,"Matthew was sent in 1522 to Corpus Christi College, Cambridge, where he is said to have been contemporary with William Cecil, but Cecil was only two years old at the time.","He was a member of the United States House of Representatives from New York, where he served as a representative to the Committee on Ways and Means."
354,538,0.1597,0.2759,"Matthew was sent in 1522 to Corpus Christi College, Cambridge, where he is said to have been contemporary with William Cecil, but Cecil was only two years old at the time.","He was a member of the United States House of Representatives from New York, where he served as a representative to the Committee on Ways and Means."
355,1095,0.1581,0.2581,"In addition to featuring in these epochal moments in jazz, he was instrumental in founding Afro-Cuban jazz.",He was born in New York City to a Jewish family.
356,527,0.158,0.25,"Another example of a player misjudged by the NFL, he became an ironman of the American Football League who never missed a game during his career, starting 112 consecutive games.","He was a member of the United States House of Representatives, and served as chairman of both the Republican and Democratic Committees."
357,595,0.1579,0.1711,"The eldest son of William Parker, he was born in Norwich, in St. Saviour's parish.","He was a member of the United States House of Representatives, serving from 1894 until his death in 1919."
358,652,0.1579,0.1711,"The eldest son of William Parker, he was born in Norwich, in St. Saviour's parish.","He was a member of the United States House of Representatives, serving from 1894 until his death in 1919."
359,818,0.1575,0.2621,He was a founding member of Arbusto Energy company and served as managing general partner of the Texas Rangers baseball team.,He graduated from the University of Wisconsin-Madison with a degree in economics.
360,930,0.1575,0.2621,He was a founding member of Arbusto Energy company and served as managing general partner of the Texas Rangers baseball team.,He graduated from the University of Wisconsin-Madison with a degree in economics.
361,1008,0.1575,0.2621,He was a founding member of Arbusto Energy company and served as managing general partner of the Texas Rangers baseball team.,He graduated from the University of Wisconsin-Madison with a degree in economics.
362,1036,0.1575,0.2621,He was a founding member of Arbusto Energy company and served as managing general partner of the Texas Rangers baseball team.,He graduated from the University of Wisconsin-Madison with a degree in economics.
363,1064,0.1575,0.2621,He was a founding member of Arbusto Energy company and served as managing general partner of the Texas Rangers baseball team.,He graduated from the University of Wisconsin-Madison with a degree in economics.
364,1112,0.1575,0.2621,He was a founding member of Arbusto Energy company and served as managing general partner of the Texas Rangers baseball team.,He graduated from the University of Wisconsin-Madison with a degree in economics.
365,1140,0.1575,0.2621,He was a founding member of Arbusto Energy company and served as managing general partner of the Texas Rangers baseball team.,He graduated from the University of Wisconsin-Madison with a degree in economics.
366,1224,0.1575,0.2621,He was a founding member of Arbusto Energy company and served as managing general partner of the Texas Rangers baseball team.,He graduated from the University of Wisconsin-Madison with a degree in economics.
367,1251,0.1575,0.2621,He was a founding member of Arbusto Energy company and served as managing general partner of the Texas Rangers baseball team.,He graduated from the University of Wisconsin-Madison with a degree in economics.
368,664,0.1574,0.3492,He is also notable in that he is the great great great grandfather of President George W. Bush through his son Reverend James Smith Bush.,He was a member of the Republican Party and served in the United States House of Representatives from 1917 to 1919.
369,493,0.1574,0.3478,He is also notable in that he is the great great great grandfather of President George W. Bush through his son Reverend James Smith Bush.,"He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
370,1052,0.1574,0.3165,"In 1870 the two Rockefellers, Andrews, Flagler, and a silent partner, Stephen V. Harkness, formed the Standard Oil Company, with John D. Rockefeller as president.","He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
